precinct,party_detailed,votes,county_name,county_fips,candidate
001,DEMOCRAT,490,PIMA,4019,KYRSTEN SINEMA
0001 ACACIA,DEMOCRAT,1209,MARICOPA,4013,KYRSTEN SINEMA
0001 ACACIA,GREEN,84,MARICOPA,4013,ANGELA GREEN
0001 ACACIA,REPUBLICAN,891,MARICOPA,4013,MARTHA MCSALLY
0002 ACOMA,DEMOCRAT,757,MARICOPA,4013,KYRSTEN SINEMA
0002 ACOMA,GREEN,36,MARICOPA,4013,ANGELA GREEN
0002 ACOMA,REPUBLICAN,1305,MARICOPA,4013,MARTHA MCSALLY
0003 ACUNA,DEMOCRAT,1032,MARICOPA,4013,KYRSTEN SINEMA
0003 ACUNA,GREEN,52,MARICOPA,4013,ANGELA GREEN
0003 ACUNA,REPUBLICAN,167,MARICOPA,4013,MARTHA MCSALLY
0004 ADOBE,DEMOCRAT,590,MARICOPA,4013,KYRSTEN SINEMA
0004 ADOBE,GREEN,33,MARICOPA,4013,ANGELA GREEN
0004 ADOBE,REPUBLICAN,758,MARICOPA,4013,MARTHA MCSALLY
0005 ADORA,DEMOCRAT,1807,MARICOPA,4013,KYRSTEN SINEMA
0005 ADORA,GREEN,64,MARICOPA,4013,ANGELA GREEN
0005 ADORA,REPUBLICAN,2471,MARICOPA,4013,MARTHA MCSALLY
0006 AGUA FRIA,DEMOCRAT,477,MARICOPA,4013,KYRSTEN SINEMA
0006 AGUA FRIA,GREEN,31,MARICOPA,4013,ANGELA GREEN
0006 AGUA FRIA,REPUBLICAN,593,MARICOPA,4013,MARTHA MCSALLY
0007 AGUILA,DEMOCRAT,59,MARICOPA,4013,KYRSTEN SINEMA
0007 AGUILA,GREEN,9,MARICOPA,4013,ANGELA GREEN
0007 AGUILA,REPUBLICAN,151,MARICOPA,4013,MARTHA MCSALLY
0012 ALHAMBRA,REPUBLICAN,117,MARICOPA,4013,MARTHA MCSALLY
0013 ALPACA,DEMOCRAT,601,MARICOPA,4013,KYRSTEN SINEMA
0013 ALPACA,GREEN,18,MARICOPA,4013,ANGELA GREEN
0013 ALPACA,REPUBLICAN,833,MARICOPA,4013,MARTHA MCSALLY
0014 ALSUP,DEMOCRAT,160,MARICOPA,4013,KYRSTEN SINEMA
0014 ALSUP,GREEN,9,MARICOPA,4013,ANGELA GREEN
0014 ALSUP,REPUBLICAN,244,MARICOPA,4013,MARTHA MCSALLY
0015 ALTADENA,DEMOCRAT,364,MARICOPA,4013,KYRSTEN SINEMA
0015 ALTADENA,GREEN,24,MARICOPA,4013,ANGELA GREEN
0015 ALTADENA,REPUBLICAN,606,MARICOPA,4013,MARTHA MCSALLY
0016 ALVARADO,DEMOCRAT,556,MARICOPA,4013,KYRSTEN SINEMA
0016 ALVARADO,GREEN,27,MARICOPA,4013,ANGELA GREEN
0016 ALVARADO,REPUBLICAN,283,MARICOPA,4013,MARTHA MCSALLY
0017 AMBER,DEMOCRAT,664,MARICOPA,4013,KYRSTEN SINEMA
0017 AMBER,GREEN,27,MARICOPA,4013,ANGELA GREEN
0017 AMBER,REPUBLICAN,541,MARICOPA,4013,MARTHA MCSALLY
0018 ANDERSON,DEMOCRAT,648,MARICOPA,4013,KYRSTEN SINEMA
0018 ANDERSON,GREEN,26,MARICOPA,4013,ANGELA GREEN
0018 ANDERSON,REPUBLICAN,585,MARICOPA,4013,MARTHA MCSALLY
0024 APACHE WELLS,DEMOCRAT,1350,MARICOPA,4013,KYRSTEN SINEMA
0024 APACHE WELLS,GREEN,88,MARICOPA,4013,ANGELA GREEN
0024 APACHE WELLS,REPUBLICAN,1961,MARICOPA,4013,MARTHA MCSALLY
0025 APPLEBY,DEMOCRAT,1880,MARICOPA,4013,KYRSTEN SINEMA
0025 APPLEBY,GREEN,56,MARICOPA,4013,ANGELA GREEN
0025 APPLEBY,REPUBLICAN,1976,MARICOPA,4013,MARTHA MCSALLY
0026 ARBOLEDA,DEMOCRAT,847,MARICOPA,4013,KYRSTEN SINEMA
0026 ARBOLEDA,GREEN,45,MARICOPA,4013,ANGELA GREEN
0026 ARBOLEDA,REPUBLICAN,1793,MARICOPA,4013,MARTHA MCSALLY
0027 ARCADIA,DEMOCRAT,1344,MARICOPA,4013,KYRSTEN SINEMA
0027 ARCADIA,GREEN,35,MARICOPA,4013,ANGELA GREEN
0027 ARCADIA,REPUBLICAN,833,MARICOPA,4013,MARTHA MCSALLY
0028 ARDMORE,DEMOCRAT,1664,MARICOPA,4013,KYRSTEN SINEMA
0028 ARDMORE,GREEN,52,MARICOPA,4013,ANGELA GREEN
0028 ARDMORE,REPUBLICAN,496,MARICOPA,4013,MARTHA MCSALLY
0029 ARLINGTON,DEMOCRAT,27,MARICOPA,4013,KYRSTEN SINEMA
0029 ARLINGTON,GREEN,3,MARICOPA,4013,ANGELA GREEN
0029 ARLINGTON,REPUBLICAN,100,MARICOPA,4013,MARTHA MCSALLY
003,DEMOCRAT,125,PIMA,4019,KYRSTEN SINEMA
003,GREEN,9,PIMA,4019,ANGELA GREEN
0035 AUGUSTA RANCH,DEMOCRAT,864,MARICOPA,4013,KYRSTEN SINEMA
0035 AUGUSTA RANCH,GREEN,37,MARICOPA,4013,ANGELA GREEN
0035 AUGUSTA RANCH,REPUBLICAN,1181,MARICOPA,4013,MARTHA MCSALLY
0036 AVIANO,DEMOCRAT,1373,MARICOPA,4013,KYRSTEN SINEMA
0036 AVIANO,GREEN,25,MARICOPA,4013,ANGELA GREEN
0036 AVIANO,REPUBLICAN,1392,MARICOPA,4013,MARTHA MCSALLY
0037 AVONDALE,DEMOCRAT,567,MARICOPA,4013,KYRSTEN SINEMA
0037 AVONDALE,GREEN,30,MARICOPA,4013,ANGELA GREEN
0037 AVONDALE,REPUBLICAN,162,MARICOPA,4013,MARTHA MCSALLY
0038 AZTEC SPRINGS,DEMOCRAT,1174,MARICOPA,4013,KYRSTEN SINEMA
0038 AZTEC SPRINGS,GREEN,96,MARICOPA,4013,ANGELA GREEN
0038 AZTEC SPRINGS,REPUBLICAN,1308,MARICOPA,4013,MARTHA MCSALLY
0039 BALBOA,DEMOCRAT,1575,MARICOPA,4013,KYRSTEN SINEMA
0039 BALBOA,GREEN,59,MARICOPA,4013,ANGELA GREEN
0039 BALBOA,REPUBLICAN,679,MARICOPA,4013,MARTHA MCSALLY
004,DEMOCRAT,516,PIMA,4019,KYRSTEN SINEMA
004,GREEN,31,PIMA,4019,ANGELA GREEN
004,REPUBLICAN,64,PIMA,4019,MARTHA MCSALLY
004 CLIFTON 2,DEMOCRAT,185,GREENLEE,4011,KYRSTEN SINEMA
004 CLIFTON 2,GREEN,11,GREENLEE,4011,ANGELA GREEN
004 CLIFTON 2,REPUBLICAN,148,GREENLEE,4011,MARTHA MCSALLY
0046 BETHANY PARK,REPUBLICAN,106,MARICOPA,4013,MARTHA MCSALLY
0047 BETHUNE,DEMOCRAT,506,MARICOPA,4013,KYRSTEN SINEMA
0047 BETHUNE,GREEN,24,MARICOPA,4013,ANGELA GREEN
0047 BETHUNE,REPUBLICAN,75,MARICOPA,4013,MARTHA MCSALLY
0048 BILTMORE,DEMOCRAT,1048,MARICOPA,4013,KYRSTEN SINEMA
0048 BILTMORE,GREEN,19,MARICOPA,4013,ANGELA GREEN
0048 BILTMORE,REPUBLICAN,904,MARICOPA,4013,MARTHA MCSALLY
0049 BISCUIT FLAT,DEMOCRAT,609,MARICOPA,4013,KYRSTEN SINEMA
0049 BISCUIT FLAT,GREEN,24,MARICOPA,4013,ANGELA GREEN
0049 BISCUIT FLAT,REPUBLICAN,1198,MARICOPA,4013,MARTHA MCSALLY
005,DEMOCRAT,747,PIMA,4019,KYRSTEN SINEMA
005,GREEN,100,PIMA,4019,ANGELA GREEN
005,REPUBLICAN,1507,PIMA,4019,MARTHA MCSALLY
005 MORENCI,DEMOCRAT,195,GREENLEE,4011,KYRSTEN SINEMA
005 MORENCI,GREEN,21,GREENLEE,4011,ANGELA GREEN
005 MORENCI,REPUBLICAN,316,GREENLEE,4011,MARTHA MCSALLY
0050 BLACK CANYON,DEMOCRAT,1541,MARICOPA,4013,KYRSTEN SINEMA
0050 BLACK CANYON,GREEN,119,MARICOPA,4013,ANGELA GREEN
0050 BLACK CANYON,REPUBLICAN,902,MARICOPA,4013,MARTHA MCSALLY
0058 BONSALL PARK,DEMOCRAT,206,MARICOPA,4013,KYRSTEN SINEMA
0058 BONSALL PARK,GREEN,30,MARICOPA,4013,ANGELA GREEN
0058 BONSALL PARK,REPUBLICAN,55,MARICOPA,4013,MARTHA MCSALLY
0059 BREWER,DEMOCRAT,831,MARICOPA,4013,KYRSTEN SINEMA
0059 BREWER,GREEN,30,MARICOPA,4013,ANGELA GREEN
0059 BREWER,REPUBLICAN,1162,MARICOPA,4013,MARTHA MCSALLY
006,DEMOCRAT,736,PIMA,4019,KYRSTEN SINEMA
006,GREEN,50,PIMA,4019,ANGELA GREEN
006,REPUBLICAN,1039,PIMA,4019,MARTHA MCSALLY
006 EAST PLANTSITE,DEMOCRAT,57,GREENLEE,4011,KYRSTEN SINEMA
006 EAST PLANTSITE,GREEN,7,GREENLEE,4011,ANGELA GREEN
006 EAST PLANTSITE,REPUBLICAN,84,GREENLEE,4011,MARTHA MCSALLY
0060 BRONCO,DEMOCRAT,1081,MARICOPA,4013,KYRSTEN SINEMA
0060 BRONCO,GREEN,21,MARICOPA,4013,ANGELA GREEN
0060 BRONCO,REPUBLICAN,1597,MARICOPA,4013,MARTHA MCSALLY
0061 BROOKS FARM,DEMOCRAT,1521,MARICOPA,4013,KYRSTEN SINEMA
0061 BROOKS FARM,GREEN,68,MARICOPA,4013,ANGELA GREEN
0061 BROOKS FARM,REPUBLICAN,2422,MARICOPA,4013,MARTHA MCSALLY
0062 BUCKEYE,DEMOCRAT,376,MARICOPA,4013,KYRSTEN SINEMA
0062 BUCKEYE,GREEN,36,MARICOPA,4013,ANGELA GREEN
0069 BUTLER,DEMOCRAT,1870,MARICOPA,4013,KYRSTEN SINEMA
0069 BUTLER,GREEN,110,MARICOPA,4013,ANGELA GREEN
0069 BUTLER,REPUBLICAN,1282,MARICOPA,4013,MARTHA MCSALLY
007,DEMOCRAT,33,PIMA,4019,KYRSTEN SINEMA
007,GREEN,3,PIMA,4019,ANGELA GREEN
007,REPUBLICAN,45,PIMA,4019,MARTHA MCSALLY
007 YORK/SHELDON,DEMOCRAT,164,GREENLEE,4011,KYRSTEN SINEMA
007 YORK/SHELDON,GREEN,24,GREENLEE,4011,ANGELA GREEN
007 YORK/SHELDON,REPUBLICAN,277,GREENLEE,4011,MARTHA MCSALLY
0070 CACTUS GLEN,DEMOCRAT,902,MARICOPA,4013,KYRSTEN SINEMA
0070 CACTUS GLEN,GREEN,13,MARICOPA,4013,ANGELA GREEN
0070 CACTUS GLEN,REPUBLICAN,1187,MARICOPA,4013,MARTHA MCSALLY
0071 CAIRO,DEMOCRAT,1391,MARICOPA,4013,KYRSTEN SINEMA
0071 CAIRO,GREEN,27,MARICOPA,4013,ANGELA GREEN
0071 CAIRO,REPUBLICAN,517,MARICOPA,4013,MARTHA MCSALLY
0072 CALAVAR,DEMOCRAT,476,MARICOPA,4013,KYRSTEN SINEMA
0072 CALAVAR,GREEN,31,MARICOPA,4013,ANGELA GREEN
0072 CALAVAR,REPUBLICAN,456,MARICOPA,4013,MARTHA MCSALLY
0073 CALAVEROS,DEMOCRAT,751,MARICOPA,4013,KYRSTEN SINEMA
0073 CALAVEROS,GREEN,13,MARICOPA,4013,ANGELA GREEN
0073 CALAVEROS,REPUBLICAN,515,MARICOPA,4013,MARTHA MCSALLY
008,GREEN,8,PIMA,4019,ANGELA GREEN
008,REPUBLICAN,156,PIMA,4019,MARTHA MCSALLY
008 DUNCAN,DEMOCRAT,163,GREENLEE,4011,KYRSTEN SINEMA
008 DUNCAN,GREEN,25,GREENLEE,4011,ANGELA GREEN
008 DUNCAN,REPUBLICAN,387,GREENLEE,4011,MARTHA MCSALLY
0080 CANDLELIGHT,DEMOCRAT,1068,MARICOPA,4013,KYRSTEN SINEMA
0080 CANDLELIGHT,GREEN,56,MARICOPA,4013,ANGELA GREEN
0080 CANDLELIGHT,REPUBLICAN,2185,MARICOPA,4013,MARTHA MCSALLY
0081 CANTERBURY,DEMOCRAT,1131,MARICOPA,4013,KYRSTEN SINEMA
0081 CANTERBURY,GREEN,38,MARICOPA,4013,ANGELA GREEN
0081 CANTERBURY,REPUBLICAN,1020,MARICOPA,4013,MARTHA MCSALLY
0082 CANYON,DEMOCRAT,83,MARICOPA,4013,KYRSTEN SINEMA
0082 CANYON,GREEN,0,MARICOPA,4013,ANGELA GREEN
0082 CANYON,REPUBLICAN,122,MARICOPA,4013,MARTHA MCSALLY
0083 CANYON RIM,DEMOCRAT,923,MARICOPA,4013,KYRSTEN SINEMA
0083 CANYON RIM,GREEN,65,MARICOPA,4013,ANGELA GREEN
0083 CANYON RIM,REPUBLICAN,1284,MARICOPA,4013,MARTHA MCSALLY
0084 CAPITOL SCHOOL,DEMOCRAT,884,MARICOPA,4013,KYRSTEN SINEMA
0084 CAPITOL SCHOOL,GREEN,34,MARICOPA,4013,ANGELA GREEN
0084 CAPITOL SCHOOL,REPUBLICAN,272,MARICOPA,4013,MARTHA MCSALLY
0091 CARRIAGE LANE,DEMOCRAT,1160,MARICOPA,4013,KYRSTEN SINEMA
0091 CARRIAGE LANE,GREEN,58,MARICOPA,4013,ANGELA GREEN
0091 CARRIAGE LANE,REPUBLICAN,773,MARICOPA,4013,MARTHA MCSALLY
0092 CARVER,DEMOCRAT,1400,MARICOPA,4013,KYRSTEN SINEMA
0092 CARVER,GREEN,64,MARICOPA,4013,ANGELA GREEN
0092 CARVER,REPUBLICAN,570,MARICOPA,4013,MARTHA MCSALLY
0093 CASHION,DEMOCRAT,1981,MARICOPA,4013,KYRSTEN SINEMA
0093 CASHION,GREEN,82,MARICOPA,4013,ANGELA GREEN
0093 CASHION,REPUBLICAN,554,MARICOPA,4013,MARTHA MCSALLY
0094 CATAMARAN,DEMOCRAT,763,MARICOPA,4013,KYRSTEN SINEMA
0094 CATAMARAN,GREEN,24,MARICOPA,4013,ANGELA GREEN
0094 CATAMARAN,REPUBLICAN,1177,MARICOPA,4013,MARTHA MCSALLY
0095 CAVE BUTTES,DEMOCRAT,1475,MARICOPA,4013,KYRSTEN SINEMA
0095 CAVE BUTTES,GREEN,51,MARICOPA,4013,ANGELA GREEN
0095 CAVE BUTTES,REPUBLICAN,1470,MARICOPA,4013,MARTHA MCSALLY
0096 CAVE CREEK,DEMOCRAT,963,MARICOPA,4013,KYRSTEN SINEMA
0096 CAVE CREEK,GREEN,26,MARICOPA,4013,ANGELA GREEN
0096 CAVE CREEK,REPUBLICAN,1609,MARICOPA,4013,MARTHA MCSALLY
0097 CELAYA,DEMOCRAT,1308,MARICOPA,4013,KYRSTEN SINEMA
0097 CELAYA,REPUBLICAN,482,MARICOPA,4013,MARTHA MCSALLY
0098 CENTENNIAL,DEMOCRAT,594,MARICOPA,4013,KYRSTEN SINEMA
0098 CENTENNIAL,GREEN,35,MARICOPA,4013,ANGELA GREEN
0098 CENTENNIAL,REPUBLICAN,477,MARICOPA,4013,MARTHA MCSALLY
0099 CENTRAL HIGH,DEMOCRAT,1318,MARICOPA,4013,KYRSTEN SINEMA
0099 CENTRAL HIGH,GREEN,44,MARICOPA,4013,ANGELA GREEN
0099 CENTRAL HIGH,REPUBLICAN,363,MARICOPA,4013,MARTHA MCSALLY
01 RED BUTTE,DEMOCRAT,4300,NAVAJO,4017,KYRSTEN SINEMA
01 RED BUTTE,GREEN,244,NAVAJO,4017,ANGELA GREEN
01 RED BUTTE,REPUBLICAN,742,NAVAJO,4017,MARTHA MCSALLY
010,DEMOCRAT,809,PIMA,4019,KYRSTEN SINEMA
010,GREEN,32,PIMA,4019,ANGELA GREEN
010,REPUBLICAN,811,PIMA,4019,MARTHA MCSALLY
0100 CHALLENGER,DEMOCRAT,792,MARICOPA,4013,KYRSTEN SINEMA
0100 CHALLENGER,GREEN,55,MARICOPA,4013,ANGELA GREEN
0100 CHALLENGER,REPUBLICAN,244,MARICOPA,4013,MARTHA MCSALLY
0101 CHANDLER HEIGHTS,DEMOCRAT,1498,MARICOPA,4013,KYRSTEN SINEMA
0101 CHANDLER HEIGHTS,GREEN,52,MARICOPA,4013,ANGELA GREEN
0101 CHANDLER HEIGHTS,REPUBLICAN,2154,MARICOPA,4013,MARTHA MCSALLY
0102 CHAVEZ,DEMOCRAT,491,MARICOPA,4013,KYRSTEN SINEMA
0102 CHAVEZ,GREEN,22,MARICOPA,4013,ANGELA GREEN
0102 CHAVEZ,REPUBLICAN,80,MARICOPA,4013,MARTHA MCSALLY
0103 CHEATHAM,DEMOCRAT,2145,MARICOPA,4013,KYRSTEN SINEMA
0103 CHEATHAM,GREEN,89,MARICOPA,4013,ANGELA GREEN
0103 CHEATHAM,REPUBLICAN,608,MARICOPA,4013,MARTHA MCSALLY
0104 CHENEY,DEMOCRAT,897,MARICOPA,4013,KYRSTEN SINEMA
0104 CHENEY,GREEN,16,MARICOPA,4013,ANGELA GREEN
0104 CHENEY,REPUBLICAN,1586,MARICOPA,4013,MARTHA MCSALLY
0105 CHILTON,DEMOCRAT,671,MARICOPA,4013,KYRSTEN SINEMA
0105 CHILTON,GREEN,33,MARICOPA,4013,ANGELA GREEN
0105 CHILTON,REPUBLICAN,425,MARICOPA,4013,MARTHA MCSALLY
0106 CHOLLA,DEMOCRAT,1107,MARICOPA,4013,KYRSTEN SINEMA
0106 CHOLLA,GREEN,81,MARICOPA,4013,ANGELA GREEN
0106 CHOLLA,REPUBLICAN,747,MARICOPA,4013,MARTHA MCSALLY
0107 CHRISTY,DEMOCRAT,519,MARICOPA,4013,KYRSTEN SINEMA
0107 CHRISTY,GREEN,27,MARICOPA,4013,ANGELA GREEN
0107 CHRISTY,REPUBLICAN,498,MARICOPA,4013,MARTHA MCSALLY
0108 CIELO,DEMOCRAT,1163,MARICOPA,4013,KYRSTEN SINEMA
0108 CIELO,GREEN,23,MARICOPA,4013,ANGELA GREEN
0108 CIELO,REPUBLICAN,1277,MARICOPA,4013,MARTHA MCSALLY
0109 CIELO GRANDE,DEMOCRAT,856,MARICOPA,4013,KYRSTEN SINEMA
0109 CIELO GRANDE,GREEN,37,MARICOPA,4013,ANGELA GREEN
0109 CIELO GRANDE,REPUBLICAN,837,MARICOPA,4013,MARTHA MCSALLY
011,DEMOCRAT,558,PIMA,4019,KYRSTEN SINEMA
011,GREEN,51,PIMA,4019,ANGELA GREEN
011,REPUBLICAN,1468,PIMA,4019,MARTHA MCSALLY
0110 CITRUS,DEMOCRAT,1167,MARICOPA,4013,KYRSTEN SINEMA
0110 CITRUS,GREEN,27,MARICOPA,4013,ANGELA GREEN
0110 CITRUS,REPUBLICAN,527,MARICOPA,4013,MARTHA MCSALLY
0111 CITRUS GARDENS,DEMOCRAT,963,MARICOPA,4013,KYRSTEN SINEMA
0111 CITRUS GARDENS,GREEN,44,MARICOPA,4013,ANGELA GREEN
0111 CITRUS GARDENS,REPUBLICAN,951,MARICOPA,4013,MARTHA MCSALLY
0112 CITRUS GROVES,DEMOCRAT,1086,MARICOPA,4013,KYRSTEN SINEMA
0112 CITRUS GROVES,GREEN,86,MARICOPA,4013,ANGELA GREEN
0112 CITRUS GROVES,REPUBLICAN,1310,MARICOPA,4013,MARTHA MCSALLY
0113 CLAY MINE,DEMOCRAT,155,MARICOPA,4013,KYRSTEN SINEMA
0113 CLAY MINE,GREEN,5,MARICOPA,4013,ANGELA GREEN
0113 CLAY MINE,REPUBLICAN,294,MARICOPA,4013,MARTHA MCSALLY
0114 CLEARVIEW,DEMOCRAT,1205,MARICOPA,4013,KYRSTEN SINEMA
0114 CLEARVIEW,GREEN,39,MARICOPA,4013,ANGELA GREEN
0114 CLEARVIEW,REPUBLICAN,1187,MARICOPA,4013,MARTHA MCSALLY
0115 CLEARWATER,DEMOCRAT,392,MARICOPA,4013,KYRSTEN SINEMA
0115 CLEARWATER,GREEN,3,MARICOPA,4013,ANGELA GREEN
0115 CLEARWATER,REPUBLICAN,583,MARICOPA,4013,MARTHA MCSALLY
0116 CLIFFVIEW,DEMOCRAT,642,MARICOPA,4013,KYRSTEN SINEMA
0116 CLIFFVIEW,GREEN,13,MARICOPA,4013,ANGELA GREEN
0116 CLIFFVIEW,REPUBLICAN,327,MARICOPA,4013,MARTHA MCSALLY
0117 CLOUD,DEMOCRAT,901,MARICOPA,4013,KYRSTEN SINEMA
0117 CLOUD,GREEN,45,MARICOPA,4013,ANGELA GREEN
0117 CLOUD,REPUBLICAN,1310,MARICOPA,4013,MARTHA MCSALLY
0118 CLOVER,DEMOCRAT,337,MARICOPA,4013,KYRSTEN SINEMA
0118 CLOVER,GREEN,31,MARICOPA,4013,ANGELA GREEN
0118 CLOVER,REPUBLICAN,267,MARICOPA,4013,MARTHA MCSALLY
0119 CLUB WEST,DEMOCRAT,1890,MARICOPA,4013,KYRSTEN SINEMA
0119 CLUB WEST,GREEN,44,MARICOPA,4013,ANGELA GREEN
0119 CLUB WEST,REPUBLICAN,1683,MARICOPA,4013,MARTHA MCSALLY
012,DEMOCRAT,1792,PIMA,4019,KYRSTEN SINEMA
012,GREEN,44,PIMA,4019,ANGELA GREEN
012,REPUBLICAN,1911,PIMA,4019,MARTHA MCSALLY
0120 COCOPAH,DEMOCRAT,627,MARICOPA,4013,KYRSTEN SINEMA
0120 COCOPAH,GREEN,20,MARICOPA,4013,ANGELA GREEN
0120 COCOPAH,REPUBLICAN,769,MARICOPA,4013,MARTHA MCSALLY
0121 COLDWATER RIDGE,DEMOCRAT,1174,MARICOPA,4013,KYRSTEN SINEMA
0121 COLDWATER RIDGE,GREEN,64,MARICOPA,4013,ANGELA GREEN
0121 COLDWATER RIDGE,REPUBLICAN,464,MARICOPA,4013,MARTHA MCSALLY
0122 COLONIA,DEMOCRAT,1967,MARICOPA,4013,KYRSTEN SINEMA
0122 COLONIA,GREEN,70,MARICOPA,4013,ANGELA GREEN
0122 COLONIA,REPUBLICAN,1702,MARICOPA,4013,MARTHA MCSALLY
0123 COLONNADE,DEMOCRAT,1391,MARICOPA,4013,KYRSTEN SINEMA
0123 COLONNADE,GREEN,27,MARICOPA,4013,ANGELA GREEN
0123 COLONNADE,REPUBLICAN,633,MARICOPA,4013,MARTHA MCSALLY
0124 COLTER,DEMOCRAT,589,MARICOPA,4013,KYRSTEN SINEMA
0124 COLTER,GREEN,41,MARICOPA,4013,ANGELA GREEN
0124 COLTER,REPUBLICAN,187,MARICOPA,4013,MARTHA MCSALLY
0125 COMET,DEMOCRAT,945,MARICOPA,4013,KYRSTEN SINEMA
0125 COMET,GREEN,73,MARICOPA,4013,ANGELA GREEN
0125 COMET,REPUBLICAN,1036,MARICOPA,4013,MARTHA MCSALLY
0126 COMMONWEALTH,DEMOCRAT,721,MARICOPA,4013,KYRSTEN SINEMA
0126 COMMONWEALTH,GREEN,35,MARICOPA,4013,ANGELA GREEN
0126 COMMONWEALTH,REPUBLICAN,300,MARICOPA,4013,MARTHA MCSALLY
0127 COMPADRE,DEMOCRAT,1842,MARICOPA,4013,KYRSTEN SINEMA
0127 COMPADRE,GREEN,43,MARICOPA,4013,ANGELA GREEN
0127 COMPADRE,REPUBLICAN,1710,MARICOPA,4013,MARTHA MCSALLY
0128 COMSTOCK,DEMOCRAT,718,MARICOPA,4013,KYRSTEN SINEMA
0128 COMSTOCK,GREEN,35,MARICOPA,4013,ANGELA GREEN
0128 COMSTOCK,REPUBLICAN,556,MARICOPA,4013,MARTHA MCSALLY
0129 CONCORD,DEMOCRAT,672,MARICOPA,4013,KYRSTEN SINEMA
0129 CONCORD,GREEN,31,MARICOPA,4013,ANGELA GREEN
0129 CONCORD,REPUBLICAN,521,MARICOPA,4013,MARTHA MCSALLY
013,DEMOCRAT,1051,PIMA,4019,KYRSTEN SINEMA
013,GREEN,59,PIMA,4019,ANGELA GREEN
013,REPUBLICAN,927,PIMA,4019,MARTHA MCSALLY
0130 CONQUISTADOR,DEMOCRAT,418,MARICOPA,4013,KYRSTEN SINEMA
0130 CONQUISTADOR,GREEN,23,MARICOPA,4013,ANGELA GREEN
0130 CONQUISTADOR,REPUBLICAN,670,MARICOPA,4013,MARTHA MCSALLY
0131 CONTENTION MINE,DEMOCRAT,524,MARICOPA,4013,KYRSTEN SINEMA
0131 CONTENTION MINE,GREEN,30,MARICOPA,4013,ANGELA GREEN
0131 CONTENTION MINE,REPUBLICAN,412,MARICOPA,4013,MARTHA MCSALLY
0132 COPPER HILLS,DEMOCRAT,958,MARICOPA,4013,KYRSTEN SINEMA
0132 COPPER HILLS,GREEN,17,MARICOPA,4013,ANGELA GREEN
0132 COPPER HILLS,REPUBLICAN,1086,MARICOPA,4013,MARTHA MCSALLY
0133 COPPERWOOD,DEMOCRAT,532,MARICOPA,4013,KYRSTEN SINEMA
0133 COPPERWOOD,GREEN,32,MARICOPA,4013,ANGELA GREEN
0133 COPPERWOOD,REPUBLICAN,458,MARICOPA,4013,MARTHA MCSALLY
0134 CORA,DEMOCRAT,476,MARICOPA,4013,KYRSTEN SINEMA
0134 CORA,GREEN,27,MARICOPA,4013,ANGELA GREEN
0134 CORA,REPUBLICAN,116,MARICOPA,4013,MARTHA MCSALLY
0135 CORBELL,DEMOCRAT,1797,MARICOPA,4013,KYRSTEN SINEMA
0135 CORBELL,GREEN,42,MARICOPA,4013,ANGELA GREEN
0135 CORBELL,REPUBLICAN,1066,MARICOPA,4013,MARTHA MCSALLY
0136 CORDES,DEMOCRAT,476,MARICOPA,4013,KYRSTEN SINEMA
0136 CORDES,GREEN,18,MARICOPA,4013,ANGELA GREEN
0136 CORDES,REPUBLICAN,146,MARICOPA,4013,MARTHA MCSALLY
0137 CORDONIZ,DEMOCRAT,921,MARICOPA,4013,KYRSTEN SINEMA
0137 CORDONIZ,GREEN,48,MARICOPA,4013,ANGELA GREEN
0137 CORDONIZ,REPUBLICAN,435,MARICOPA,4013,MARTHA MCSALLY
0138 CORDOVA,DEMOCRAT,371,MARICOPA,4013,KYRSTEN SINEMA
0138 CORDOVA,GREEN,20,MARICOPA,4013,ANGELA GREEN
0138 CORDOVA,REPUBLICAN,144,MARICOPA,4013,MARTHA MCSALLY
0139 CORONA,DEMOCRAT,755,MARICOPA,4013,KYRSTEN SINEMA
0139 CORONA,GREEN,15,MARICOPA,4013,ANGELA GREEN
0139 CORONA,REPUBLICAN,488,MARICOPA,4013,MARTHA MCSALLY
014,DEMOCRAT,1135,PIMA,4019,KYRSTEN SINEMA
014,GREEN,42,PIMA,4019,ANGELA GREEN
014,REPUBLICAN,1230,PIMA,4019,MARTHA MCSALLY
0140 CORONADO,DEMOCRAT,1311,MARICOPA,4013,KYRSTEN SINEMA
0140 CORONADO,GREEN,57,MARICOPA,4013,ANGELA GREEN
0140 CORONADO,REPUBLICAN,876,MARICOPA,4013,MARTHA MCSALLY
0141 CORRINE,DEMOCRAT,815,MARICOPA,4013,KYRSTEN SINEMA
0141 CORRINE,GREEN,45,MARICOPA,4013,ANGELA GREEN
0141 CORRINE,REPUBLICAN,1297,MARICOPA,4013,MARTHA MCSALLY
0142 CORTEZ,DEMOCRAT,435,MARICOPA,4013,KYRSTEN SINEMA
0142 CORTEZ,GREEN,32,MARICOPA,4013,ANGELA GREEN
0142 CORTEZ,REPUBLICAN,258,MARICOPA,4013,MARTHA MCSALLY
0143 COTTON LANE,DEMOCRAT,1253,MARICOPA,4013,KYRSTEN SINEMA
0143 COTTON LANE,GREEN,66,MARICOPA,4013,ANGELA GREEN
0143 COTTON LANE,REPUBLICAN,1457,MARICOPA,4013,MARTHA MCSALLY
