precinct,party_detailed,votes,county_name,county_fips,candidate
0642 SUN TRAILS,DEMOCRAT,1160,MARICOPA,4013,KYRSTEN SINEMA
0642 SUN TRAILS,GREEN,86,MARICOPA,4013,ANGELA GREEN
0642 SUN TRAILS,REPUBLICAN,1654,MARICOPA,4013,MARTHA MCSALLY
0643 SUNBURST,DEMOCRAT,569,MARICOPA,4013,KYRSTEN SINEMA
0643 SUNBURST,GREEN,33,MARICOPA,4013,ANGELA GREEN
0643 SUNBURST,REPUBLICAN,566,MARICOPA,4013,MARTHA MCSALLY
0644 SUNCLIFF,DEMOCRAT,1263,MARICOPA,4013,KYRSTEN SINEMA
0644 SUNCLIFF,GREEN,98,MARICOPA,4013,ANGELA GREEN
0644 SUNCLIFF,REPUBLICAN,1087,MARICOPA,4013,MARTHA MCSALLY
0645 SUNDANCE,DEMOCRAT,558,MARICOPA,4013,KYRSTEN SINEMA
0645 SUNDANCE,GREEN,46,MARICOPA,4013,ANGELA GREEN
0645 SUNDANCE,REPUBLICAN,493,MARICOPA,4013,MARTHA MCSALLY
0646 SUNDANCE WEST,DEMOCRAT,1210,MARICOPA,4013,KYRSTEN SINEMA
0646 SUNDANCE WEST,GREEN,68,MARICOPA,4013,ANGELA GREEN
0646 SUNDANCE WEST,REPUBLICAN,1310,MARICOPA,4013,MARTHA MCSALLY
0647 SUNDOWN,DEMOCRAT,870,MARICOPA,4013,KYRSTEN SINEMA
0647 SUNDOWN,GREEN,14,MARICOPA,4013,ANGELA GREEN
0647 SUNDOWN,REPUBLICAN,915,MARICOPA,4013,MARTHA MCSALLY
0648 SUNFLOWER,DEMOCRAT,0,MARICOPA,4013,KYRSTEN SINEMA
0648 SUNFLOWER,GREEN,0,MARICOPA,4013,ANGELA GREEN
0648 SUNFLOWER,REPUBLICAN,3,MARICOPA,4013,MARTHA MCSALLY
0649 SUNLAND,DEMOCRAT,960,MARICOPA,4013,KYRSTEN SINEMA
0649 SUNLAND,GREEN,62,MARICOPA,4013,ANGELA GREEN
0649 SUNLAND,REPUBLICAN,145,MARICOPA,4013,MARTHA MCSALLY
065,DEMOCRAT,8,PIMA,4019,KYRSTEN SINEMA
065,GREEN,0,PIMA,4019,ANGELA GREEN
065,REPUBLICAN,9,PIMA,4019,MARTHA MCSALLY
0650 SUNLAND VILLAGE,DEMOCRAT,1716,MARICOPA,4013,KYRSTEN SINEMA
0650 SUNLAND VILLAGE,GREEN,90,MARICOPA,4013,ANGELA GREEN
0650 SUNLAND VILLAGE,REPUBLICAN,2233,MARICOPA,4013,MARTHA MCSALLY
0651 SUNNY HIGH,DEMOCRAT,1980,MARICOPA,4013,KYRSTEN SINEMA
0651 SUNNY HIGH,GREEN,45,MARICOPA,4013,ANGELA GREEN
0651 SUNNY HIGH,REPUBLICAN,1324,MARICOPA,4013,MARTHA MCSALLY
0652 SUNNYSIDE,DEMOCRAT,407,MARICOPA,4013,KYRSTEN SINEMA
0652 SUNNYSIDE,GREEN,12,MARICOPA,4013,ANGELA GREEN
0652 SUNNYSIDE,REPUBLICAN,465,MARICOPA,4013,MARTHA MCSALLY
0653 SUNNYSLOPE,DEMOCRAT,697,MARICOPA,4013,KYRSTEN SINEMA
0653 SUNNYSLOPE,GREEN,31,MARICOPA,4013,ANGELA GREEN
0653 SUNNYSLOPE,REPUBLICAN,305,MARICOPA,4013,MARTHA MCSALLY
0654 SUNNYVALE,DEMOCRAT,1154,MARICOPA,4013,KYRSTEN SINEMA
0654 SUNNYVALE,GREEN,50,MARICOPA,4013,ANGELA GREEN
0654 SUNNYVALE,REPUBLICAN,1848,MARICOPA,4013,MARTHA MCSALLY
0655 SUNRISE,DEMOCRAT,1015,MARICOPA,4013,KYRSTEN SINEMA
0655 SUNRISE,GREEN,82,MARICOPA,4013,ANGELA GREEN
0655 SUNRISE,REPUBLICAN,940,MARICOPA,4013,MARTHA MCSALLY
0656 SUNUP,DEMOCRAT,660,MARICOPA,4013,KYRSTEN SINEMA
0656 SUNUP,GREEN,36,MARICOPA,4013,ANGELA GREEN
0656 SUNUP,REPUBLICAN,579,MARICOPA,4013,MARTHA MCSALLY
0657 MCKELLIPS PARK,DEMOCRAT,575,MARICOPA,4013,KYRSTEN SINEMA
0657 MCKELLIPS PARK,GREEN,30,MARICOPA,4013,ANGELA GREEN
0657 MCKELLIPS PARK,REPUBLICAN,304,MARICOPA,4013,MARTHA MCSALLY
0658 SURPRISE,DEMOCRAT,646,MARICOPA,4013,KYRSTEN SINEMA
0658 SURPRISE,GREEN,36,MARICOPA,4013,ANGELA GREEN
0658 SURPRISE,REPUBLICAN,272,MARICOPA,4013,MARTHA MCSALLY
0659 SURPRISE FARMS,DEMOCRAT,1507,MARICOPA,4013,KYRSTEN SINEMA
0659 SURPRISE FARMS,GREEN,112,MARICOPA,4013,ANGELA GREEN
0659 SURPRISE FARMS,REPUBLICAN,2046,MARICOPA,4013,MARTHA MCSALLY
066,DEMOCRAT,1016,PIMA,4019,KYRSTEN SINEMA
066,GREEN,26,PIMA,4019,ANGELA GREEN
066,REPUBLICAN,198,PIMA,4019,MARTHA MCSALLY
0660 SUTTON,DEMOCRAT,683,MARICOPA,4013,KYRSTEN SINEMA
0660 SUTTON,GREEN,18,MARICOPA,4013,ANGELA GREEN
0660 SUTTON,REPUBLICAN,673,MARICOPA,4013,MARTHA MCSALLY
0661 SWEETWATER,DEMOCRAT,837,MARICOPA,4013,KYRSTEN SINEMA
0661 SWEETWATER,GREEN,58,MARICOPA,4013,ANGELA GREEN
0661 SWEETWATER,REPUBLICAN,809,MARICOPA,4013,MARTHA MCSALLY
0662 TABLE MESA,DEMOCRAT,8,MARICOPA,4013,KYRSTEN SINEMA
0662 TABLE MESA,GREEN,0,MARICOPA,4013,ANGELA GREEN
0662 TABLE MESA,REPUBLICAN,23,MARICOPA,4013,MARTHA MCSALLY
0663 TARO,DEMOCRAT,806,MARICOPA,4013,KYRSTEN SINEMA
0663 TARO,GREEN,64,MARICOPA,4013,ANGELA GREEN
0663 TARO,REPUBLICAN,963,MARICOPA,4013,MARTHA MCSALLY
0664 TARTESSO,DEMOCRAT,478,MARICOPA,4013,KYRSTEN SINEMA
0664 TARTESSO,GREEN,46,MARICOPA,4013,ANGELA GREEN
0664 TARTESSO,REPUBLICAN,849,MARICOPA,4013,MARTHA MCSALLY
0665 TATUM,DEMOCRAT,2476,MARICOPA,4013,KYRSTEN SINEMA
0665 TATUM,GREEN,57,MARICOPA,4013,ANGELA GREEN
0665 TATUM,REPUBLICAN,2506,MARICOPA,4013,MARTHA MCSALLY
0666 TERRAVITA,DEMOCRAT,1288,MARICOPA,4013,KYRSTEN SINEMA
0666 TERRAVITA,GREEN,20,MARICOPA,4013,ANGELA GREEN
0666 TERRAVITA,REPUBLICAN,2197,MARICOPA,4013,MARTHA MCSALLY
0667 THOMAS,DEMOCRAT,348,MARICOPA,4013,KYRSTEN SINEMA
0667 THOMAS,GREEN,13,MARICOPA,4013,ANGELA GREEN
0667 THOMAS,REPUBLICAN,190,MARICOPA,4013,MARTHA MCSALLY
0668 TIERRA ESTE,DEMOCRAT,482,MARICOPA,4013,KYRSTEN SINEMA
0668 TIERRA ESTE,GREEN,22,MARICOPA,4013,ANGELA GREEN
0668 TIERRA ESTE,REPUBLICAN,846,MARICOPA,4013,MARTHA MCSALLY
0669 TIERRA MADRE,DEMOCRAT,862,MARICOPA,4013,KYRSTEN SINEMA
0669 TIERRA MADRE,GREEN,36,MARICOPA,4013,ANGELA GREEN
0669 TIERRA MADRE,REPUBLICAN,1488,MARICOPA,4013,MARTHA MCSALLY
067,DEMOCRAT,1172,PIMA,4019,KYRSTEN SINEMA
067,GREEN,61,PIMA,4019,ANGELA GREEN
067,REPUBLICAN,408,PIMA,4019,MARTHA MCSALLY
0670 TOLLESON,DEMOCRAT,1154,MARICOPA,4013,KYRSTEN SINEMA
0670 TOLLESON,GREEN,40,MARICOPA,4013,ANGELA GREEN
0670 TOLLESON,REPUBLICAN,282,MARICOPA,4013,MARTHA MCSALLY
0671 TONOPAH,DEMOCRAT,257,MARICOPA,4013,KYRSTEN SINEMA
0671 TONOPAH,GREEN,34,MARICOPA,4013,ANGELA GREEN
0671 TONOPAH,REPUBLICAN,545,MARICOPA,4013,MARTHA MCSALLY
0672 TONTO,DEMOCRAT,1160,MARICOPA,4013,KYRSTEN SINEMA
0672 TONTO,GREEN,65,MARICOPA,4013,ANGELA GREEN
0672 TONTO,REPUBLICAN,1621,MARICOPA,4013,MARTHA MCSALLY
0673 TORTILLA FLAT,DEMOCRAT,4,MARICOPA,4013,KYRSTEN SINEMA
0673 TORTILLA FLAT,GREEN,0,MARICOPA,4013,ANGELA GREEN
0673 TORTILLA FLAT,REPUBLICAN,5,MARICOPA,4013,MARTHA MCSALLY
0674 TOWNE MEADOWS,DEMOCRAT,734,MARICOPA,4013,KYRSTEN SINEMA
0674 TOWNE MEADOWS,GREEN,32,MARICOPA,4013,ANGELA GREEN
0674 TOWNE MEADOWS,REPUBLICAN,1080,MARICOPA,4013,MARTHA MCSALLY
0675 TOWNLEY,DEMOCRAT,384,MARICOPA,4013,KYRSTEN SINEMA
0675 TOWNLEY,GREEN,27,MARICOPA,4013,ANGELA GREEN
0675 TOWNLEY,REPUBLICAN,127,MARICOPA,4013,MARTHA MCSALLY
0676 TRADITIONS,DEMOCRAT,776,MARICOPA,4013,KYRSTEN SINEMA
0676 TRADITIONS,GREEN,27,MARICOPA,4013,ANGELA GREEN
0676 TRADITIONS,REPUBLICAN,1243,MARICOPA,4013,MARTHA MCSALLY
0677 TRAMONTO,DEMOCRAT,1585,MARICOPA,4013,KYRSTEN SINEMA
0677 TRAMONTO,GREEN,66,MARICOPA,4013,ANGELA GREEN
0677 TRAMONTO,REPUBLICAN,2006,MARICOPA,4013,MARTHA MCSALLY
0678 TREVOR BROWNE,DEMOCRAT,714,MARICOPA,4013,KYRSTEN SINEMA
0678 TREVOR BROWNE,GREEN,27,MARICOPA,4013,ANGELA GREEN
0678 TREVOR BROWNE,REPUBLICAN,129,MARICOPA,4013,MARTHA MCSALLY
0679 TRILOGY,DEMOCRAT,2475,MARICOPA,4013,KYRSTEN SINEMA
0679 TRILOGY,GREEN,89,MARICOPA,4013,ANGELA GREEN
0679 TRILOGY,REPUBLICAN,3659,MARICOPA,4013,MARTHA MCSALLY
068,DEMOCRAT,1357,PIMA,4019,KYRSTEN SINEMA
068,GREEN,36,PIMA,4019,ANGELA GREEN
068,REPUBLICAN,411,PIMA,4019,MARTHA MCSALLY
0680 TUCKEY,DEMOCRAT,414,MARICOPA,4013,KYRSTEN SINEMA
0680 TUCKEY,GREEN,32,MARICOPA,4013,ANGELA GREEN
0680 TUCKEY,REPUBLICAN,121,MARICOPA,4013,MARTHA MCSALLY
0681 TULANE,DEMOCRAT,1437,MARICOPA,4013,KYRSTEN SINEMA
0681 TULANE,GREEN,49,MARICOPA,4013,ANGELA GREEN
0681 TULANE,REPUBLICAN,602,MARICOPA,4013,MARTHA MCSALLY
0682 TUMBLEWEED,DEMOCRAT,1113,MARICOPA,4013,KYRSTEN SINEMA
0682 TUMBLEWEED,GREEN,46,MARICOPA,4013,ANGELA GREEN
0682 TUMBLEWEED,REPUBLICAN,239,MARICOPA,4013,MARTHA MCSALLY
0683 TURF PARADISE,DEMOCRAT,435,MARICOPA,4013,KYRSTEN SINEMA
0683 TURF PARADISE,GREEN,23,MARICOPA,4013,ANGELA GREEN
0683 TURF PARADISE,REPUBLICAN,355,MARICOPA,4013,MARTHA MCSALLY
0684 TURNEY,DEMOCRAT,2155,MARICOPA,4013,KYRSTEN SINEMA
0684 TURNEY,GREEN,57,MARICOPA,4013,ANGELA GREEN
0684 TURNEY,REPUBLICAN,464,MARICOPA,4013,MARTHA MCSALLY
0685 TUTHILL,DEMOCRAT,2485,MARICOPA,4013,KYRSTEN SINEMA
0685 TUTHILL,GREEN,120,MARICOPA,4013,ANGELA GREEN
0685 TUTHILL,REPUBLICAN,3900,MARICOPA,4013,MARTHA MCSALLY
0686 TWIN BUTTES,DEMOCRAT,1205,MARICOPA,4013,KYRSTEN SINEMA
0686 TWIN BUTTES,GREEN,39,MARICOPA,4013,ANGELA GREEN
0686 TWIN BUTTES,REPUBLICAN,385,MARICOPA,4013,MARTHA MCSALLY
0687 VALENCIA,DEMOCRAT,130,MARICOPA,4013,KYRSTEN SINEMA
0687 VALENCIA,GREEN,11,MARICOPA,4013,ANGELA GREEN
0687 VALENCIA,REPUBLICAN,91,MARICOPA,4013,MARTHA MCSALLY
0688 VALENCIA GROVES,DEMOCRAT,761,MARICOPA,4013,KYRSTEN SINEMA
0688 VALENCIA GROVES,GREEN,39,MARICOPA,4013,ANGELA GREEN
0688 VALENCIA GROVES,REPUBLICAN,1099,MARICOPA,4013,MARTHA MCSALLY
0689 VAN NESS,DEMOCRAT,717,MARICOPA,4013,KYRSTEN SINEMA
0689 VAN NESS,GREEN,44,MARICOPA,4013,ANGELA GREEN
0689 VAN NESS,REPUBLICAN,436,MARICOPA,4013,MARTHA MCSALLY
069,DEMOCRAT,1735,PIMA,4019,KYRSTEN SINEMA
069,GREEN,63,PIMA,4019,ANGELA GREEN
069,REPUBLICAN,1315,PIMA,4019,MARTHA MCSALLY
0690 VARNEY PARK,DEMOCRAT,1110,MARICOPA,4013,KYRSTEN SINEMA
0690 VARNEY PARK,GREEN,89,MARICOPA,4013,ANGELA GREEN
0690 VARNEY PARK,REPUBLICAN,964,MARICOPA,4013,MARTHA MCSALLY
0691 VELERO,DEMOCRAT,539,MARICOPA,4013,KYRSTEN SINEMA
0691 VELERO,GREEN,17,MARICOPA,4013,ANGELA GREEN
0691 VELERO,REPUBLICAN,439,MARICOPA,4013,MARTHA MCSALLY
0692 VERANO,DEMOCRAT,1130,MARICOPA,4013,KYRSTEN SINEMA
0692 VERANO,GREEN,43,MARICOPA,4013,ANGELA GREEN
0692 VERANO,REPUBLICAN,857,MARICOPA,4013,MARTHA MCSALLY
0693 VERMONT,DEMOCRAT,986,MARICOPA,4013,KYRSTEN SINEMA
0693 VERMONT,GREEN,56,MARICOPA,4013,ANGELA GREEN
0693 VERMONT,REPUBLICAN,519,MARICOPA,4013,MARTHA MCSALLY
0694 VICTORY,DEMOCRAT,753,MARICOPA,4013,KYRSTEN SINEMA
0694 VICTORY,GREEN,47,MARICOPA,4013,ANGELA GREEN
0694 VICTORY,REPUBLICAN,318,MARICOPA,4013,MARTHA MCSALLY
0695 VILLA DE PAZ,DEMOCRAT,666,MARICOPA,4013,KYRSTEN SINEMA
0695 VILLA DE PAZ,GREEN,38,MARICOPA,4013,ANGELA GREEN
0695 VILLA DE PAZ,REPUBLICAN,466,MARICOPA,4013,MARTHA MCSALLY
0696 VILLA RITA,DEMOCRAT,700,MARICOPA,4013,KYRSTEN SINEMA
0696 VILLA RITA,GREEN,25,MARICOPA,4013,ANGELA GREEN
0696 VILLA RITA,REPUBLICAN,666,MARICOPA,4013,MARTHA MCSALLY
0697 VINEYARD,DEMOCRAT,1125,MARICOPA,4013,KYRSTEN SINEMA
0697 VINEYARD,GREEN,43,MARICOPA,4013,ANGELA GREEN
0697 VINEYARD,REPUBLICAN,505,MARICOPA,4013,MARTHA MCSALLY
0698 VIRGINIA,DEMOCRAT,1195,MARICOPA,4013,KYRSTEN SINEMA
0698 VIRGINIA,GREEN,47,MARICOPA,4013,ANGELA GREEN
0698 VIRGINIA,REPUBLICAN,624,MARICOPA,4013,MARTHA MCSALLY
0699 VISTA,DEMOCRAT,1068,MARICOPA,4013,KYRSTEN SINEMA
0699 VISTA,GREEN,58,MARICOPA,4013,ANGELA GREEN
0699 VISTA,REPUBLICAN,966,MARICOPA,4013,MARTHA MCSALLY
07 PIONEER,DEMOCRAT,705,NAVAJO,4017,KYRSTEN SINEMA
07 PIONEER,GREEN,145,NAVAJO,4017,ANGELA GREEN
07 PIONEER,REPUBLICAN,4217,NAVAJO,4017,MARTHA MCSALLY
070,DEMOCRAT,657,PIMA,4019,KYRSTEN SINEMA
070,GREEN,46,PIMA,4019,ANGELA GREEN
070,REPUBLICAN,796,PIMA,4019,MARTHA MCSALLY
0700 VISTA VERDE,DEMOCRAT,91,MARICOPA,4013,KYRSTEN SINEMA
0700 VISTA VERDE,GREEN,0,MARICOPA,4013,ANGELA GREEN
0700 VISTA VERDE,REPUBLICAN,214,MARICOPA,4013,MARTHA MCSALLY
0701 VISTANCIA,DEMOCRAT,1776,MARICOPA,4013,KYRSTEN SINEMA
0701 VISTANCIA,GREEN,44,MARICOPA,4013,ANGELA GREEN
0701 VISTANCIA,REPUBLICAN,2622,MARICOPA,4013,MARTHA MCSALLY
0702 VOGEL,DEMOCRAT,1232,MARICOPA,4013,KYRSTEN SINEMA
0702 VOGEL,GREEN,80,MARICOPA,4013,ANGELA GREEN
0702 VOGEL,REPUBLICAN,968,MARICOPA,4013,MARTHA MCSALLY
0703 WACKER PARK,DEMOCRAT,787,MARICOPA,4013,KYRSTEN SINEMA
0703 WACKER PARK,GREEN,61,MARICOPA,4013,ANGELA GREEN
0703 WACKER PARK,REPUBLICAN,999,MARICOPA,4013,MARTHA MCSALLY
0704 WADDELL,DEMOCRAT,1709,MARICOPA,4013,KYRSTEN SINEMA
0704 WADDELL,GREEN,91,MARICOPA,4013,ANGELA GREEN
0704 WADDELL,REPUBLICAN,3370,MARICOPA,4013,MARTHA MCSALLY
0705 WAGGONER,DEMOCRAT,1651,MARICOPA,4013,KYRSTEN SINEMA
0705 WAGGONER,GREEN,26,MARICOPA,4013,ANGELA GREEN
0705 WAGGONER,REPUBLICAN,1164,MARICOPA,4013,MARTHA MCSALLY
0706 WAHALLA,DEMOCRAT,1051,MARICOPA,4013,KYRSTEN SINEMA
0706 WAHALLA,GREEN,38,MARICOPA,4013,ANGELA GREEN
0706 WAHALLA,REPUBLICAN,1245,MARICOPA,4013,MARTHA MCSALLY
0707 WARNER,DEMOCRAT,1515,MARICOPA,4013,KYRSTEN SINEMA
0707 WARNER,GREEN,78,MARICOPA,4013,ANGELA GREEN
0707 WARNER,REPUBLICAN,609,MARICOPA,4013,MARTHA MCSALLY
0708 WATER WORKS,DEMOCRAT,1282,MARICOPA,4013,KYRSTEN SINEMA
0708 WATER WORKS,GREEN,46,MARICOPA,4013,ANGELA GREEN
0708 WATER WORKS,REPUBLICAN,866,MARICOPA,4013,MARTHA MCSALLY
0709 WATSON,DEMOCRAT,204,MARICOPA,4013,KYRSTEN SINEMA
0709 WATSON,GREEN,13,MARICOPA,4013,ANGELA GREEN
0709 WATSON,REPUBLICAN,467,MARICOPA,4013,MARTHA MCSALLY
071,DEMOCRAT,85,PIMA,4019,KYRSTEN SINEMA
071,GREEN,1,PIMA,4019,ANGELA GREEN
071,REPUBLICAN,12,PIMA,4019,MARTHA MCSALLY
0710 WELDON,DEMOCRAT,525,MARICOPA,4013,KYRSTEN SINEMA
0710 WELDON,GREEN,34,MARICOPA,4013,ANGELA GREEN
0710 WELDON,REPUBLICAN,177,MARICOPA,4013,MARTHA MCSALLY
0711 WENDY,DEMOCRAT,659,MARICOPA,4013,KYRSTEN SINEMA
0711 WENDY,GREEN,29,MARICOPA,4013,ANGELA GREEN
0711 WENDY,REPUBLICAN,488,MARICOPA,4013,MARTHA MCSALLY
0712 WEST PLAZA,DEMOCRAT,1020,MARICOPA,4013,KYRSTEN SINEMA
0712 WEST PLAZA,GREEN,62,MARICOPA,4013,ANGELA GREEN
0712 WEST PLAZA,REPUBLICAN,369,MARICOPA,4013,MARTHA MCSALLY
0713 WEST POINT,DEMOCRAT,1779,MARICOPA,4013,KYRSTEN SINEMA
0713 WEST POINT,GREEN,113,MARICOPA,4013,ANGELA GREEN
0713 WEST POINT,REPUBLICAN,1960,MARICOPA,4013,MARTHA MCSALLY
0714 WEST WING,DEMOCRAT,1942,MARICOPA,4013,KYRSTEN SINEMA
0714 WEST WING,GREEN,72,MARICOPA,4013,ANGELA GREEN
0714 WEST WING,REPUBLICAN,3244,MARICOPA,4013,MARTHA MCSALLY
0715 WESTAR,DEMOCRAT,919,MARICOPA,4013,KYRSTEN SINEMA
0715 WESTAR,GREEN,35,MARICOPA,4013,ANGELA GREEN
0715 WESTAR,REPUBLICAN,1286,MARICOPA,4013,MARTHA MCSALLY
0716 WESTBROOK,DEMOCRAT,1018,MARICOPA,4013,KYRSTEN SINEMA
0716 WESTBROOK,GREEN,44,MARICOPA,4013,ANGELA GREEN
0716 WESTBROOK,REPUBLICAN,1692,MARICOPA,4013,MARTHA MCSALLY
0717 WESTERN STAR,DEMOCRAT,1375,MARICOPA,4013,KYRSTEN SINEMA
0717 WESTERN STAR,GREEN,45,MARICOPA,4013,ANGELA GREEN
0717 WESTERN STAR,REPUBLICAN,740,MARICOPA,4013,MARTHA MCSALLY
0718 WESTGREEN PARK,DEMOCRAT,859,MARICOPA,4013,KYRSTEN SINEMA
0718 WESTGREEN PARK,GREEN,68,MARICOPA,4013,ANGELA GREEN
0718 WESTGREEN PARK,REPUBLICAN,733,MARICOPA,4013,MARTHA MCSALLY
0719 WESTRIDGE,DEMOCRAT,946,MARICOPA,4013,KYRSTEN SINEMA
0719 WESTRIDGE,GREEN,42,MARICOPA,4013,ANGELA GREEN
0719 WESTRIDGE,REPUBLICAN,242,MARICOPA,4013,MARTHA MCSALLY
072,DEMOCRAT,1590,PIMA,4019,KYRSTEN SINEMA
072,GREEN,91,PIMA,4019,ANGELA GREEN
072,REPUBLICAN,517,PIMA,4019,MARTHA MCSALLY
0720 WESTWARD HO,DEMOCRAT,2057,MARICOPA,4013,KYRSTEN SINEMA
0720 WESTWARD HO,GREEN,85,MARICOPA,4013,ANGELA GREEN
0720 WESTWARD HO,REPUBLICAN,352,MARICOPA,4013,MARTHA MCSALLY
0721 WESTWOOD,DEMOCRAT,699,MARICOPA,4013,KYRSTEN SINEMA
0721 WESTWOOD,GREEN,45,MARICOPA,4013,ANGELA GREEN
0721 WESTWOOD,REPUBLICAN,932,MARICOPA,4013,MARTHA MCSALLY
0722 WESTWORLD,DEMOCRAT,2212,MARICOPA,4013,KYRSTEN SINEMA
0722 WESTWORLD,GREEN,34,MARICOPA,4013,ANGELA GREEN
0722 WESTWORLD,REPUBLICAN,2475,MARICOPA,4013,MARTHA MCSALLY
0723 WHITE TANK,DEMOCRAT,128,MARICOPA,4013,KYRSTEN SINEMA
0723 WHITE TANK,GREEN,11,MARICOPA,4013,ANGELA GREEN
0723 WHITE TANK,REPUBLICAN,241,MARICOPA,4013,MARTHA MCSALLY
0724 WHITEWING,DEMOCRAT,1077,MARICOPA,4013,KYRSTEN SINEMA
0724 WHITEWING,GREEN,34,MARICOPA,4013,ANGELA GREEN
0724 WHITEWING,REPUBLICAN,1459,MARICOPA,4013,MARTHA MCSALLY
0725 WHITTIER,DEMOCRAT,884,MARICOPA,4013,KYRSTEN SINEMA
0725 WHITTIER,GREEN,33,MARICOPA,4013,ANGELA GREEN
0725 WHITTIER,REPUBLICAN,125,MARICOPA,4013,MARTHA MCSALLY
0726 WHITTON,DEMOCRAT,142,MARICOPA,4013,KYRSTEN SINEMA
0726 WHITTON,GREEN,6,MARICOPA,4013,ANGELA GREEN
0726 WHITTON,REPUBLICAN,119,MARICOPA,4013,MARTHA MCSALLY
0727 WHYMAN,DEMOCRAT,1197,MARICOPA,4013,KYRSTEN SINEMA
0727 WHYMAN,GREEN,65,MARICOPA,4013,ANGELA GREEN
0727 WHYMAN,REPUBLICAN,1036,MARICOPA,4013,MARTHA MCSALLY
0728 WICKENBURG,DEMOCRAT,913,MARICOPA,4013,KYRSTEN SINEMA
0728 WICKENBURG,GREEN,77,MARICOPA,4013,ANGELA GREEN
0728 WICKENBURG,REPUBLICAN,2423,MARICOPA,4013,MARTHA MCSALLY
0729 WIER,DEMOCRAT,571,MARICOPA,4013,KYRSTEN SINEMA
0729 WIER,GREEN,53,MARICOPA,4013,ANGELA GREEN
0729 WIER,REPUBLICAN,599,MARICOPA,4013,MARTHA MCSALLY
073,DEMOCRAT,1736,PIMA,4019,KYRSTEN SINEMA
073,GREEN,32,PIMA,4019,ANGELA GREEN
073,REPUBLICAN,359,PIMA,4019,MARTHA MCSALLY
0730 WIGWAM,DEMOCRAT,2499,MARICOPA,4013,KYRSTEN SINEMA
0730 WIGWAM,GREEN,101,MARICOPA,4013,ANGELA GREEN
0730 WIGWAM,REPUBLICAN,2849,MARICOPA,4013,MARTHA MCSALLY
0731 WIGWAM CREEK,DEMOCRAT,964,MARICOPA,4013,KYRSTEN SINEMA
0731 WIGWAM CREEK,GREEN,55,MARICOPA,4013,ANGELA GREEN
0731 WIGWAM CREEK,REPUBLICAN,1009,MARICOPA,4013,MARTHA MCSALLY
0732 WIKIEUP,DEMOCRAT,531,MARICOPA,4013,KYRSTEN SINEMA
0732 WIKIEUP,GREEN,37,MARICOPA,4013,ANGELA GREEN
0732 WIKIEUP,REPUBLICAN,539,MARICOPA,4013,MARTHA MCSALLY
0733 WILDER,DEMOCRAT,1434,MARICOPA,4013,KYRSTEN SINEMA
0733 WILDER,GREEN,21,MARICOPA,4013,ANGELA GREEN
0733 WILDER,REPUBLICAN,1107,MARICOPA,4013,MARTHA MCSALLY
0734 WILDFLOWER,DEMOCRAT,1011,MARICOPA,4013,KYRSTEN SINEMA
0734 WILDFLOWER,GREEN,55,MARICOPA,4013,ANGELA GREEN
0734 WILDFLOWER,REPUBLICAN,731,MARICOPA,4013,MARTHA MCSALLY
0735 WILLIAMS FIELD,DEMOCRAT,699,MARICOPA,4013,KYRSTEN SINEMA
0735 WILLIAMS FIELD,GREEN,50,MARICOPA,4013,ANGELA GREEN
0735 WILLIAMS FIELD,REPUBLICAN,1148,MARICOPA,4013,MARTHA MCSALLY
0736 WILLOW,DEMOCRAT,817,MARICOPA,4013,KYRSTEN SINEMA
0736 WILLOW,GREEN,30,MARICOPA,4013,ANGELA GREEN
0736 WILLOW,REPUBLICAN,692,MARICOPA,4013,MARTHA MCSALLY
0737 WILLOW CANYON,DEMOCRAT,1032,MARICOPA,4013,KYRSTEN SINEMA
0737 WILLOW CANYON,GREEN,57,MARICOPA,4013,ANGELA GREEN
0737 WILLOW CANYON,REPUBLICAN,1300,MARICOPA,4013,MARTHA MCSALLY
0738 WILSHIRE,DEMOCRAT,2088,MARICOPA,4013,KYRSTEN SINEMA
0738 WILSHIRE,GREEN,40,MARICOPA,4013,ANGELA GREEN
0738 WILSHIRE,REPUBLICAN,461,MARICOPA,4013,MARTHA MCSALLY
0739 WINDMERE,DEMOCRAT,2464,MARICOPA,4013,KYRSTEN SINEMA
0739 WINDMERE,GREEN,88,MARICOPA,4013,ANGELA GREEN
0739 WINDMERE,REPUBLICAN,1627,MARICOPA,4013,MARTHA MCSALLY
074,DEMOCRAT,806,PIMA,4019,KYRSTEN SINEMA
074,GREEN,22,PIMA,4019,ANGELA GREEN
074,REPUBLICAN,880,PIMA,4019,MARTHA MCSALLY
0740 WITTMANN,DEMOCRAT,466,MARICOPA,4013,KYRSTEN SINEMA
0740 WITTMANN,GREEN,38,MARICOPA,4013,ANGELA GREEN
0740 WITTMANN,REPUBLICAN,1237,MARICOPA,4013,MARTHA MCSALLY
0741 WOLF RUN,DEMOCRAT,882,MARICOPA,4013,KYRSTEN SINEMA
0741 WOLF RUN,GREEN,19,MARICOPA,4013,ANGELA GREEN
0741 WOLF RUN,REPUBLICAN,1853,MARICOPA,4013,MARTHA MCSALLY
0742 WOOD,DEMOCRAT,845,MARICOPA,4013,KYRSTEN SINEMA
0742 WOOD,GREEN,55,MARICOPA,4013,ANGELA GREEN
0742 WOOD,REPUBLICAN,777,MARICOPA,4013,MARTHA MCSALLY
0743 WOODGLEN,DEMOCRAT,1387,MARICOPA,4013,KYRSTEN SINEMA
